Project ID,Project Name, Type,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
GS987,Highveld Air Quality - Emfuleni project,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,2450,4999,3093,1047,0,0,0,0,0,0,0,0,0,0
GS988,Highveld Air Quality - EMM north project,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,4999,3905,9999,8731,4989,4901,1635,0,0,0,0,0
GS989,Highveld Air Quality - EMM central project,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,2267,9999,4993,3410,2291,951,225,0,0,0,0,0
GS990,Highveld Air Quality - EMM south project,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610,2424,0,0,0,0,0,0,0,0,0,0,0
GS991,Highveld Air Quality - Sakhile project,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2527,920,0,0,0,0,0,0,0,0,0,0
GS992,Highveld Air Quality - Seme project,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654,4845,7739,5572,4547,1671,221,0,0,0,0,0,0
GS993,Highveld Air Quality - Wesselton project,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,2759,7632,5735,4224,3333,3095,1990,0,0,0,0,0
GS997,LAYA Paderu Energy Efficient Woodstoves Project,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2710,4639,4389,4947,5869,5879,6110,6097,0,0
GS998,"Yunnan 24,000 Rural Household Biogas Carbon Emission Reduction Project",Biodigesters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS9995,Nepal Biogas Support Program - CPA 5: 19842 digesters,Biodigesters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS9996,Nepal Biogas Support Program - CPA 4: 19970 digesters,Biodigesters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS9997,Nepal Biogas Support Program - CPA 3: 19959 digesters,Biodigesters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS9998,Nepal Biogas Support Program - CPA1: 20 000 digesters,Biodigesters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS9999,Nepal Biogas Support Program-PoA,Biodigesters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1,7.25 MW wind energy project of Aruppukottai Sri Jayavilas Ltd,Wind,0,0,0,0,0,0,0,0,0,0,9074,12630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS10,BAESA Project,Hydropower,0,0,0,0,0,0,0,0,0,0,153460,368968,505908,210076,902136,432435,473751,1025775,1487731,1166559,0,0,0,0,0,0,0
VCS100,Boiler fuel conversion from Furnace Oil to Bagasse at Biltube Core Boards Ltd,Biomass,0,0,0,0,0,0,0,0,0,3240,4551,6416,9829,9521,9547,3911,0,0,0,0,0,0,0,0,0,0,0
VCS1000,Conversion to Proteccion of the Amazon Rain Forest,Improved Forest Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1001,Inner Mongolia Yihewusu Phase II 49.5 MW Wind Power Project,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,46759,88506,0,0,0,0,3269,110617,110698,109799,88847,76772,35138,0
VCS1002,"Natural Gas based grid connected power project at Peddapuram, A.P. by Gautami Power Limited",Natural Gas Electricity Generation,0,0,0,0,0,0,0,0,0,0,0,0,0,674253,1197415,729315,0,0,0,0,0,0,0,0,0,0,0
VCS1003,Dogan√ßay Weir and Hydroelectric Power Plant,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1004,Yamanli II Hydroelectric Power Plant,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1006,Bursa Light Rail System II Phase,Mass Transit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7092,0,0,0,0,0,0
VCS1007,"Karakus Hydropower Plant, Turkey",Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1008,"Yaprak-II Hydropower Plant, Turkey",Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1009,"Yaprak-I Hydropower Plant, Turkey",Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS101,Bagasse based Co-generation Power Project at Khatauli,Biomass,0,0,0,0,0,0,0,0,0,0,29557,62796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1010,"Umut-III Hydropower Plant, Turkey",Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1011,"Umut-II Hydropower Plant, Turkey",Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1012,"Umut-I Hydropower Plant, Turkey",Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1013,"Basak Hydropower Plant, Turkey",Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1014,Yamanli III Hydoeletric Power Plant,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1015,"Community-based reforestation project on degraded lands in Uttar Pradesh, India by Indian Farm Forestry Development Co-operative Limited",Afforestation/Reforestation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1016,"CE TECHNOLOGY FUEL SWITCH FOR CLEANROOM GLOVE INDUSTRY PROJECT, TAIPING",Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1017,CEMEX USA: ALTERNATIVE FUELS AND BIOMASS PROJECT AT DEMOPOLIS CEMENT PLANT,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1018,Wind power project in Tamil Nadu by SWPPL,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91272,221294,0,0,0,0,0,0,0,0,0,0
VCS1019,Niksar Hydroelectric Power Plant,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60764,121621,35255,129427,139943,79683,79580,125415,98598,46883,0
VCS102,6 MW Rice Husk based cogeneration plant at Bhageshwari Papers Private Limited,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,56282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1020,Solar Power Plant of 15MW in Gujarat by Palace Solar Energy Private Limited,Solar - Centralized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19617,25004,24730,24193,24331,23310,22971,22628,23122,0,0
VCS1021,Grid Connected Wind Power Project by M/s. D. J. Malpani in Rajasthan,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,9632,8468,8885,8472,8342,0
VCS1022,"Grid Connected Wind Power Project by M/s. D. J. Malpani at Ratan Ka Bas (RKB), Rajasthan",Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,3787,0,0,0,828,6920,6718,6941,4744,0,0
VCS1023,Grid Connected Wind Power Project by M/s. Giriraj Enterprises in Madhya Pradesh,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12446,24102,0,0,0,1839,22939,25507,22473,19827,19195,0
VCS1024,"Grid Connected Wind Power Project by M/s. Giriraj Enterprises at Tejuva, Rajasthan",Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,10964,10978,11171,10416,10035,0
VCS1025,"KVSSSKL Co-generation Power Plant at Satara District, Maharashtra",Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1026,Solar Power Plant of 5 MW in Rajasthan by Essel Mining and Refex Refrigerants Limited,Solar - Centralized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34902,8399,8213,8005,8112,8019,0,0
VCS1027,"IWC BRAZILIAN AMAZON GROUPED REDD APD, AUPD AND BIOMASS TO FUEL PROJECTS",REDD+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1028,San Clemente Hydroelectric Power Plant,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9244,0,0,0,0,0,0,0,0,0,0,0
VCS1029,San Pedro Hydropower Plant,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS103,RIMA Fuel Switch in Bocai√∫va,Biomass,0,0,0,0,0,0,0,0,0,0,18311,5375,0,0,0,0,15027,29999,29838,28821,7365,0,0,0,0,0,0
VCS1030,"Fuel Switch to Renewable Biomass for Thermal Use at Metrolina Greenhouses, Inc. Commercial Greenhouse Facility",Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4089,9984,7939,0,0,0,0,0,0,0,0,0
VCS1031,Dak Psi 3 and 4 Hydropower Project,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79544,36962,115022,102444,0,0,0,0,0,0,0,0
VCS1032,Xundian Jinfeng 12.6MW Hydropower Project,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,33493,26088,2808,0,0,25553,33458,37433,42310,44948,20088,10906,12263,6271,0
VCS1033,Hubei Dangyang 25MW Biomass Power Project,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105900,84848,0,0,0,0,0,0,0,0,0,0,0
VCS1034,Inner Mongolia Wutaohai South Phase II Wind Power Project,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103838,121291,99711,0,0,0,0,0,0,0,0,0,0
VCS1035,Inner Mongolia Keshiketeng County Wutaohai South Wind Farm 49.5 MW Project,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,145280,137260,103660,85136,0,0,0,0,0,0,0,0,0,0
VCS1036,Hillsborough County Waste to Energy (WtE) Facility 2009 Capital Expansion Unit 4,Waste Incineration,0,0,0,0,0,0,0,0,0,0,0,0,0,9147,33383,0,52210,54595,52844,26851,44979,39350,0,0,0,0,0
VCS1037,"Guazhou Beidaqiao No.1 Wind Farm Project in Gansu Province, China",Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309444,130336,332513,282097,203798,180154,239862,168041,280172,347219,1162,0
VCS1038,Chile: Hornitos Hydroelectric Project,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,66318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1039,AES Saurashtra Windfarms,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16951,67741,68353,75440,69274,68486,62241,64592,57591,23082,0
VCS104,Wood waste-to-energy project at Sawmill-25 (Arkhangelsk),Biomass,0,0,0,0,0,0,0,0,0,0,13111,14541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1040,Inner Mongolia Hangjin Yihewusu Wind Power Project,Wind,0,0,0,0,0,0,0,0,0,0,0,0,97911,101421,82755,0,0,0,0,0,0,0,0,0,0,0,0
VCS1041,OAxaca IV Wind Energy Project,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123640,0,0,0,0,0,0,29291,230496,207369,0
VCS1042,Oaxaca III Wind Energy Project,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121339,0,0,0,0,0,0,16976,168975,159211,0
VCS1043,Oaxaca II Wind Energy Project,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120416,0,0,0,0,0,0,0,0,0,0
VCS1044,Ziqiang 18MW Hydropower Project in Guizhou Province China,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,23115,38105,0,0,0,0,0,0,0,0,0,0
VCS1045,"Wind  Power Project at Rajkot, Gujarat",Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26350,0,0,28070,53326,50824,48095,51031,40377,41264,23619
VCS1046,PORTLAND POZZOLANA AND LIMESTONE “BLENDED CEMENT” AT LAFARGE CEMENT SYRIA,Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1047,"Carbon Emissions Reduction Project in the Forest Corridor Ambositra-Vondrozo (COFAV), Madagascar",REDD+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1048,NATIONAL CARBON TRADING PROJECT FOR WEATHERIZATION OF LOW-INCOME DWELLINGS,Weatherization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1049,Heilongjiang Bianfushan Wind Power Project,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,314,107933,110366,0,0,0,0,0,0,0,0,0,0,0
VCS105,Maoshaping Hydro Power Project,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,20487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1050,Cermikler 25.00 MW Hydrolectric Power Plant Project,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46060,0,0,0,0,0,0,0
VCS1051,Heilongjiang Wangyunfeng Wind Power Project,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83832,100028,11183,0,0,0,0,0,0,0,0,0,0
VCS1052,North Pikounda REDD+,REDD+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56209,0,0,0,0,0,0,0,0,0,0
VCS1053,FUEL REPLACEMENT WITH WASTE GAS STREAM CONTAINING HYDROGEN AND BIOMASS AT THE CMPC,Waste Gas Recovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1054,MRO Grouped Wind Projects Phase II,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2915,5052,4685,4909,0,0,0,0,0,0
VCS1055,Reforesting Degraded Lands in Chile through the use of Mycorrhizal Inoculation,Afforestation/Reforestation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402436,0,0,0,0,990978,0,0,0,0,0
VCS1056,CECIC Zhangbei Gaojialiang Wind farm Project,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,66651,97498,9878,68531,0,0,0,0,0,0,0,0,0,0
VCS1057,Guangxi Qiaogong Hydropower Project,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1058,Clean Energy Project in the State of Tamil Nadu,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869,27347,0,0,0,0,0,0,0,0,0,0
VCS1059,Cobanli 19.03 MW Hydroelectric Power Plant,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS106,"Taohua 9MW Hydro Power Project in Guizhou Province, China",Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,28975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1060,Bethlehem Authority Improved Forest Management Project,Improved Forest Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22027,24589,26466,32401,12887,32393,33668,20745,28785,31464,0
VCS1061,Kentilux Wind Farm,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25728,0,0,0,0,0,0,0,0,0,0
VCS1062,FOUM EL OUED WIND FARM PROJECT,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1063,Clean energy generation from wind energy in the state of Rajasthan,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10949,34573,17014,0,0,0,0,0,0,0,0,0
VCS1064,Bundle Wind Energy Project in Indian States - EnKing International 2005,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1065,HYDROELECTRIC PROJECT ITUANGO,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1066,Damlapinar Hydroelectric Power Plant Project,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4199,9355,31596,35710,26524,36192,26747,35362,35642,40790,30119,0,0
VCS1067,Reduction of deforestation and degradation in Tambopata National Reserve and Bahuaja-Sonene National Park within the area of Madre de Dios region ‚ÄìPeru,REDD+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190796,0,620872,625793,209048,395524,687849,617226,745894,781606,0,0
VCS1068,Hydroelectric Project El Ed√©n,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20515,24041,14762,13792,0,0
VCS1069,"8 MW bundled wind power project, proposed by Ghodawat Industries (India) Pvt. Ltd.",Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11620,8387,17557,8772,9681,9734,947,0,0,0,0,0,0
VCS107,Amatitlan Geothermal Project,Geothermal,0,0,0,0,0,0,0,0,0,0,0,42776,61568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1070,Buenos Aires Ceramic Fuel Switching Project,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36164,26281,4572,0,0,0,0,0,0,0,0,0,0
VCS1071,Jatropha Agroforestry Senegal,Afforestation/Reforestation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0
VCS1072,Cepco Wind Power Project in Rajasthan,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36721,0,0,0,0,0,0,0,0,0,0,0
VCS1073,Vaayu India Wind Power Project in Andhra Pradesh,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6204,12794,0,0,0,0,0,0,0,0,0,0,0
VCS1074,Clean Energy generation from wind energy in the state of Andhra Pradesh.,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,10755,935,0,0,0,0,0,0,0,0,0,0
VCS1075,Kohinoor Wind Power Project in Rajasthan,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21349,0,0,0,0,0,0,0,0,0,0,0
VCS1076,Manaus Landfill Gas Project,Landfill Methane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251635,60276,0,0,0,0,0,0,0,0,0,0
VCS1077,Cerro de Hula Wind Project,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181105,25000,0,0,0,0,0,0,0,0,0
VCS1078,Guangdong Zhanjiang Yangqian 49.5MW Wind Power Project,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47532,0,0,0,0,0,0,0,0,0,0,0,0
VCS1079,"Bundled Wind Power Project in Jamnagar, Gujarat",Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2918,10205,17377,0,0,0,0,0,0,0,0,0,0
VCS108,Tiefa Coal Mine Methane Utilisation for Power Generation Project,Mine Methane Capture,0,0,0,0,0,0,0,0,0,0,0,0,0,167647,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1080,Reforestation with Native Species in the Pachijal and Mira River Watersheds for Carbon Retention,Afforestation/Reforestation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1081,"Clean Energy Generation in Gujarat, India",Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4855,20515,15730,17560,20088,16127,16096,17863,19248,14979,16700,8873
VCS1082,Efficient Cook Stove Programme: Kenya CPA No. 2 Mathira East District co2balance UK Ltd,Cookstoves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10056,16116,7721,7982,8047,5558,4907,844,0,0,0,0
VCS1083,Lican Hydroelectric Plant,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1084,"Energy efficiency measures in cooling systems at New Tech Park, 151 Lorong Chuan, Singapore",Energy Efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,2074,2109,2062,2056,1990,2101,0,0,0,0,0,0
VCS1085,ECOPLANET BAMBOO CENTRAL AMERICA,Afforestation/Reforestation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34156,0,0,0,0,0,229270,0,0
VCS1086,Guizhou Tongzihe Yangjiayuan Hydropower Project,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1087,Weatherization of single and multi-family dwellings in Virginia,Weatherization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1088,"4.2 MW Wind Power Project by National Enterprises at Tamil Nadu, India",Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6650,3833,4365,3851,5423,6689,170,0,0,0,0
VCS1089,Laurelbrook Farm Dairy Manure Advanced Separation Project,Solid Waste Separation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,2680,2909,2975,3606,3814,3829,3250,6302,5269,3548,0,0
VCS109,8.25 MW Bundled Wind Power Project,Wind,0,0,0,0,0,0,0,0,0,516,7922,9896,3839,10728,17444,9439,1017,0,0,0,0,0,0,0,0,0,0
VCS1090,Solar PV power project by Roha Dyechem Pvt.  Ltd. (EKIESL.CDM.Aug-11-02),Solar - Centralized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32158,41613,40241,40205,40448,38471,21129,0,313,37944,0
VCS1091,SENA  HYDROELECTRIC POWER PLANT,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20783,0,0,25204,35354,0,0,0,0
VCS1092,"Solar Power Project in Gujarat, India by WAA Solar Private Limited",Solar - Centralized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8234,0,0,0,0,0,0,0,0,0,0
VCS1093,Solar Power Project by Sai Sudhir Energy Limited,Solar - Centralized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1094,Ecomapua Amazon REDD Project,REDD+,0,0,0,0,0,0,0,442256,90539,97725,154964,198289,11866,151888,156230,259271,333324,17975,41867,61061,31017,23019,0,0,0,0,0
VCS1095,"Heishan LN1 Household Biogas Project in Jinzhou, Liaoning Province",Biodigesters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1096,Renewable Energy Wind Power Project in Rajasthan,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4832,42747,46534,0,0,0,0,0,0,0,0,0,0
VCS1097,Wind Energy Project in Gujarat,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4335,74273,0,0,0,0,0,0,0,0,0,0
VCS1098,Anhui Suzhou 2X12.5 MW Biomass Power Generation Project,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,16377,117657,130591,0,0,0,0,0,0,0,0,0,0,0,0
VCS1099,Qian'an Wangxin Caizi Town Windfarm Project Phase I,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151259,0,0,0,0,0,0,0,0,0,0
VCS11,"Waste heat power generation project at Hunan Anshi Xingyuan Power Generation Co., Ltd.",Waste Heat Recovery,0,0,0,0,0,0,0,0,0,0,55959,42753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS110,Mani 14 MW Small Hydropower Project,Hydropower,0,0,0,0,0,0,0,0,0,0,0,70600,92970,50203,55048,47188,50894,0,0,0,0,0,0,0,0,0,0
VCS1100,SANIBEY DAM AND HYDROELECTRIC POWER PLANT,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084593,383952,269115,572720,353741,380281,439976,609312,502516,0,0
VCS1101,BALKODU 1 HYDRO POWER PLANT,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1102,"Wind Power Project in Tinwari, Rajasthan",Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2887,25208,0,0,0,0,0,0,0,0,0,0
VCS1103,Upgrade of Dominican Power Partners‚Äô Los Mina power station from open cycle to combined cycle power generation,Waste Heat Recovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226139,251642,253727,241817,229559,0
VCS1104,KALE HYDROELECTRIC POWER PLANT,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1105,OSMANCIK HYDROELECTRIC POWER PLANT,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1106,Sogukpinar Regulator and Hydroelectric Power Plant Project,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1107,Koprubasi 14.66 MW HEPP,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1108,23.80 MW KIY Regulator and Hydroelectric Power Plant Project,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1109,Mithapur Solar Power Project,Solar - Centralized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38183,0,0,0,0,0,0,0,33138,34723,2115
VCS111,"Kalealti 15 MW Hydropower Plant, Turkey",Hydropower,0,0,0,0,0,0,0,0,0,0,660,21611,22572,39588,36392,32919,36975,29424,15722,33039,28471,0,0,0,0,0,0
VCS1110,10.5 MW wind mill project of ICF in the state of Tamil Nadu,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCS1111,PER 1 AND PER 2 WIND POWER PLANTS (UMBRELLA PROJECT),Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189017,0,0,0,0,0,0,0,0,0,0
VCS1112,The Russas Project,REDD+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140450,162177,179634,184219,174227,0,0,0,0,0
VCS1113,The Valparaiso Project,REDD+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37540,269234,180586,220892,189476,181536,0,0,0,0,0
VCS1114,SONAWADE SMALL HYDRO POWER PROJECT,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2179,32378,27037,19773,16196,15288,14570,15436,12790,0,0,0,0
VCS1115,JARI/AMAP√Å REDD+ PROJECT,REDD+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202003,170778,163779,197650,277676,284595,282018,518702,0,0,0
VCS1116,St Joseph Sanitary Landfill Gas Collection and Control System,Landfill Methane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
